Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Nyanza,Villa,75,4,2,3,2007,1,1,3.2957152622777985,2.730499682518477,5230857
Musanze,House,166,1,2,2,1990,1,0,1.7919746783169836,1.012182579002426,5800875
Nyamagabe,Apartment,103,2,1,2,1995,1,0,3.673648594436256,2.890500348953898,1188261
Rwamagana,Villa,59,5,2,1,2017,1,1,5.496928163747886,2.237834159916395,3770000
Musanze,Villa,180,3,1,1,2018,0,1,6.392265313011071,1.1778651810754996,3335203
Rubavu,Villa,226,4,1,2,1993,0,1,8.438697753069903,3.425442297686584,2685900
Muhanga,Apartment,98,1,2,3,2018,1,1,7.864434400751747,1.76573821875969,1671726
Nyamagabe,Bungalow,105,1,2,1,2000,1,0,3.4787840919590627,0.4432979496539702,3637092
Musanze,House,196,3,2,3,2016,1,1,4.390144050761885,0.0,7149775
Nyanza,Villa,175,3,2,2,2015,1,0,4.915055668052593,2.410942238605776,3393306
Rusizi,House,142,5,1,3,1999,1,0,4.118791692347314,4.466797489380188,3761879
Muhanga,Bungalow,129,3,2,2,2006,0,0,2.162519272866346,2.4746877118492137,3802450
Nyanza,Villa,115,5,3,1,1989,0,1,4.317563487539929,2.7743297326191008,4145585
Kigali,Apartment,206,3,2,2,2002,0,0,1.2405471564230655,0.0,2679093
Kigali,Bungalow,123,5,1,3,1984,1,0,7.29228855024764,1.3057148089783683,2113382
Musanze,Apartment,145,1,2,3,2003,1,1,2.1046112580227745,2.20117534325766,4034617
Nyanza,Bungalow,139,4,1,2,2017,1,0,4.603297461436048,2.9205153269912767,8270585
Gicumbi,Villa,126,5,2,1,1991,0,0,4.001172552487317,0.6778633083964709,3713591
Rubavu,House,146,1,3,2,2015,0,0,3.7349018026108314,2.2406021962219,-1268550
Musanze,Apartment,195,3,3,2,2023,1,0,3.908611217669004,1.5141658669559754,7792419
Muhanga,Villa,144,3,2,1,1992,1,0,6.2441688548404635,1.0998211355961878,3685305
Rubavu,Villa,221,2,1,2,1987,1,1,6.913862525807308,1.3034979568782767,2525754
Kigali,Apartment,204,1,1,1,1988,1,1,6.278132398623232,2.9701262544249363,1525563
Musanze,House,136,4,2,3,1986,1,1,3.6216426266355706,2.861463633504173,2969584
Rubavu,House,202,2,1,2,1986,1,1,2.213346919903257,2.68662651951292,5126217
Rwamagana,Bungalow,201,4,3,2,2013,1,1,5.500440582252018,0.8067348969659793,2119331
Huye,Apartment,160,4,2,1,1999,1,0,5.641033713155006,1.8979761395142176,4415901
Kigali,House,106,4,1,1,1987,1,0,4.175093749498663,1.208262451480841,1166603
Rwamagana,Villa,109,5,2,1,1987,1,1,5.751723209973596,2.458422144651407,5649926
Musanze,House,211,4,3,1,2005,1,1,4.500129699885164,0.9346619016405404,6394395
Nyamagabe,Villa,160,1,1,1,2020,1,1,3.3043639221690366,2.20916001207698,6931126
Huye,Bungalow,96,2,3,1,1996,0,1,3.140746037060695,2.290397242676103,3688096
Nyanza,House,84,3,1,3,2011,0,0,6.260880141697901,3.7415848472773012,3781679
Gicumbi,Bungalow,50,5,3,2,1996,1,1,6.1098828304370585,2.6887859461827985,3522833
Muhanga,House,101,1,3,1,2008,1,0,3.7964480000516527,0.6605047493178005,4695699
Gicumbi,Apartment,118,2,3,1,2000,1,1,5.9866921862258025,2.0193330443825146,4066870
Kigali,Villa,125,3,3,3,2012,1,1,3.7343381539122387,2.7902446561340026,8504991
Rubavu,Bungalow,61,2,3,1,2007,1,0,3.251646109697769,1.192464252054879,4752080
Gicumbi,Bungalow,109,4,2,2,1996,0,1,7.323971806785187,2.379555376133403,3390829
Muhanga,Bungalow,176,4,1,2,1994,1,0,4.267846944439993,2.048740967864971,7601114
Gicumbi,Villa,54,2,1,2,2008,1,0,4.906970509828196,3.0063933317047127,-845553
Gicumbi,Apartment,108,4,3,2,2014,1,0,1.1831395199059664,0.3818521476171508,5459281
Rubavu,Bungalow,144,4,2,1,1994,1,0,3.2633419629439064,2.2787086186962098,5548780
Rusizi,Villa,129,2,3,1,1986,1,1,6.690073147893717,1.2511721916816405,414006
Musanze,House,210,3,1,3,2021,0,1,2.3201931005128262,2.8844197908344755,2775898
Rwamagana,Bungalow,103,2,1,2,1997,1,1,4.547424368226119,0.0,2443183
Muhanga,Apartment,220,3,2,2,1997,0,1,4.283247892723696,1.6905905855897634,5880915
Huye,Bungalow,151,2,1,2,1991,1,0,6.3048683630929325,2.7046604675294614,2380018
Huye,Bungalow,106,4,3,2,2003,0,0,9.267322001426157,2.146109419123479,5887378
Rubavu,House,190,5,3,3,2017,1,1,2.379603096002187,1.5499265631814332,7763209
Rubavu,Bungalow,98,3,1,2,1990,0,0,2.7785135662240448,3.314330651904587,2262491
Rusizi,House,74,4,3,1,1980,0,0,4.637507375426857,2.1175415078077093,3071975
Gicumbi,Bungalow,119,1,1,3,1995,1,1,3.5412346797234173,1.7775144956290687,4864042
Kigali,Bungalow,154,2,1,3,2003,1,1,4.114338911099236,2.3326494611966675,5944350
Rusizi,Villa,92,2,1,3,2017,1,0,3.1380269960367655,1.8890707194400016,2561312
Rubavu,Apartment,50,4,2,2,2009,0,0,1.6316163364330127,2.18032209998733,7655101
Rwamagana,Villa,127,1,1,3,1987,0,0,6.78745029158466,2.8440239303204775,3085949
Nyamagabe,Bungalow,171,2,3,2,1992,0,0,5.325612458004903,1.8250445864129814,734625
Muhanga,Villa,149,3,3,1,1983,0,1,8.533694044536155,2.0818775589391967,4885408
Muhanga,Apartment,260,5,3,2,1991,1,1,7.282215367379841,3.2580972488148117,3493799
Rwamagana,Apartment,85,5,2,1,1995,0,1,3.6458032671880645,0.2084567925538141,4466641
Rubavu,House,87,1,1,3,1983,1,0,6.041468371418235,1.651403763731771,1982449
Muhanga,House,202,5,1,2,2013,1,0,4.948793874926604,1.1127155945002087,8480656
Gicumbi,Villa,175,2,1,2,1990,0,0,6.33154333836938,2.5964755680225924,2236261
Huye,House,157,2,1,2,1988,1,0,5.417573134469466,2.3186480970420256,892015
Rusizi,Apartment,159,5,1,1,1997,1,0,6.814646679003383,1.6654091538460811,2530459
Rusizi,Apartment,205,5,3,1,2005,1,1,4.242198760887122,2.1959525384203418,4286607
Muhanga,House,92,5,3,3,2014,0,0,2.387032423339527,2.461025941100623,4770312
Nyamagabe,Apartment,177,5,3,1,2001,1,1,3.6845249323507594,2.60284832779394,3182106
Rwamagana,Bungalow,165,3,2,1,1999,0,0,4.30487105937239,0.0,3974368
Rwamagana,Villa,155,1,3,1,2018,0,0,7.22650798463196,2.763885772429604,1559068
Muhanga,Villa,110,1,1,1,2007,1,0,6.865311547848291,2.3742740617684275,5222103
Muhanga,Apartment,175,2,3,1,2003,1,1,2.9060947267572215,0.3411590229329384,2792709
Rusizi,Apartment,159,5,2,2,1993,0,0,4.147413435810045,2.2707809357804525,4644936
Huye,Apartment,172,2,2,1,2006,1,0,4.4128689341817875,3.15888102756581,6792822
Musanze,House,160,4,3,2,2000,1,1,1.4086768819522106,3.1137086713447104,5838689
Rubavu,Apartment,116,1,3,3,2010,0,1,7.827338522306134,2.1484909941072954,1218136
Nyanza,Bungalow,258,2,1,1,1989,0,1,4.679354250154387,3.9543601651483176,2191220
Nyamagabe,Villa,57,3,3,1,2005,0,0,7.3721892425633255,1.6072727724152254,1967232
Muhanga,House,101,5,3,1,2008,0,0,6.969359952213721,0.28129359474541094,4497515
Nyamagabe,Villa,81,4,1,1,1984,1,0,3.6607039471966067,2.2967344624671444,2743298
Nyanza,Apartment,127,3,2,2,1997,0,1,4.766275611416439,2.5931688624612796,3707616
Kigali,Villa,79,2,3,1,2010,1,1,5.037648812434107,1.9032321963388976,4741247
Huye,Villa,116,3,2,2,1983,1,1,2.183395154683563,3.3294396373893482,3194668
Muhanga,Apartment,258,4,2,1,2006,0,0,5.964728383127207,2.832824925851926,3724546
Musanze,Villa,214,3,1,1,2009,1,0,6.7081421588871395,1.7237985812322767,-94466
Rusizi,House,162,4,3,2,1990,1,1,7.578408033401062,2.627587090886766,4918868
Nyamagabe,Apartment,50,1,1,2,1998,1,1,4.3580885719162294,1.547005617824835,2350918
Rubavu,Bungalow,163,3,2,2,1984,0,1,6.22725631569025,2.464477607499229,6550002
Rubavu,Villa,166,2,3,2,2004,1,0,4.643920279294257,2.467343739142257,6309642
Rwamagana,Bungalow,110,4,2,1,1987,0,0,5.421210229385103,1.0314547359016824,4385816
Muhanga,Villa,186,3,2,3,2009,0,1,5.348209770608438,0.6356295060863648,3678069
Muhanga,House,161,4,1,1,2023,1,1,3.418463872181823,2.9299488222655072,4328489
Gicumbi,Bungalow,88,2,1,1,2004,1,1,5.826149352747262,3.117072489382272,2500668
Musanze,Bungalow,219,2,2,3,2002,0,1,7.060659684362072,1.6587721311129724,6712649
Nyamagabe,House,141,3,2,3,1997,0,0,6.5740094022436,2.3602380815543293,4026205
Nyanza,Bungalow,101,2,2,2,1998,1,0,3.477804972537027,3.5990517310904186,-608037
Rusizi,House,146,3,2,1,2004,1,0,5.953183958104803,2.023171303809183,4445915
Kigali,Apartment,120,2,1,2,2018,1,0,1.8024135129412415,1.8399731752410133,3797184
Muhanga,Apartment,207,3,1,1,2019,0,1,5.07093249211069,2.2976940395863874,4816911
Nyanza,Villa,156,3,3,1,1983,1,1,7.968364468068904,1.6173064796107313,3624564
Muhanga,Bungalow,160,2,2,1,1989,0,0,2.8926663368133294,2.495209982760276,4162855
Rusizi,Bungalow,207,1,1,2,2022,0,0,7.059891830461794,1.2120944940051546,-400779
Kigali,Bungalow,156,3,1,3,1984,0,1,6.867172279673497,3.1095793404259453,5484008
Nyamagabe,Apartment,193,3,1,2,2007,1,1,6.418183406650479,4.057546450383311,8678510
Rwamagana,Villa,94,4,1,1,1987,0,0,5.5531615612805645,2.7635438661484657,5004002
Huye,House,145,2,3,1,2021,0,0,4.974638173460659,2.863324031532742,3960260
Rwamagana,Apartment,223,4,3,3,2007,1,1,3.9798359000567114,3.679062705419878,9477467
Kigali,Apartment,90,5,2,1,1987,1,0,7.866123496722198,2.1853352900203356,3571884
Nyanza,Bungalow,161,3,3,3,1990,1,0,6.7352617348715915,1.0694396941003275,2928348
Kigali,House,186,5,2,3,2003,1,0,6.349064710348655,1.4730188567284253,4950201
Nyanza,Bungalow,143,3,1,2,2016,0,1,4.041317691945176,2.459263853031485,3336690
Huye,Villa,196,1,3,1,2021,1,0,1.7905730368859176,1.570142548147829,7084487
Rubavu,House,50,1,3,3,2007,1,1,4.399866020777509,3.122340697680624,1340920
Rubavu,Apartment,105,2,1,2,1994,1,1,8.152495006434728,0.5455804403035331,-1618575
Huye,House,97,1,2,1,2010,0,1,4.207920437216451,1.1608165600234042,3612178
Rusizi,Villa,150,3,2,2,2001,0,1,1.4129722922723018,3.0245099734333216,5313744
Rwamagana,House,147,5,3,1,1980,1,0,4.915254287283632,0.6098544652182036,3881418
Gicumbi,Apartment,197,4,3,1,2004,0,0,4.569758351503176,1.8137469780722197,7079929
Rusizi,Bungalow,222,2,1,3,2009,0,1,4.198859836885493,2.73522756850171,5764870
Kigali,Apartment,122,2,2,3,1996,1,0,6.869558806601667,1.8140195121823737,382824
Rwamagana,Apartment,202,5,2,1,1999,0,0,3.29248216334703,2.127440402197331,3080405
Muhanga,House,200,3,2,2,1999,1,0,3.959772120148899,0.966171480330211,690448
Rubavu,Bungalow,173,1,1,1,1983,1,1,7.678224811247665,0.7361482722471469,2531638
Rwamagana,Apartment,120,3,3,1,2010,1,1,5.743859221411395,1.814915584128126,4990262
Rubavu,Apartment,113,5,1,2,1985,1,0,5.298788295639457,2.1080852685856097,3756672
Rwamagana,House,193,4,3,2,2004,0,1,0.008529018832732937,2.819240379464323,2005112
Huye,Bungalow,129,5,2,3,2016,1,0,3.64962143237268,3.120034699257831,4387599
Gicumbi,Villa,222,1,2,2,2000,0,0,10.831716901103896,3.361272293834837,-496507
Nyanza,House,139,4,2,3,1981,1,1,4.935810515903976,3.043622166904291,4566379
Nyanza,Bungalow,144,3,3,1,1987,1,0,4.601570926826344,4.047748475126203,3877041
Rusizi,Apartment,131,5,1,2,2016,0,1,4.315911458766851,2.7792579183958144,2603698
Gicumbi,Apartment,120,2,2,1,2021,1,0,4.935151103401064,2.8749585940737616,3030653
Musanze,House,236,5,3,3,1994,1,0,6.839368795894098,1.1414758124360058,5821765
Kigali,Apartment,131,1,1,2,2017,1,1,6.023105836465036,2.7970077143518735,-2473648
Nyanza,House,133,5,1,2,2009,1,0,6.477195288312818,2.0277747069502765,6428402
Huye,House,153,2,3,1,2002,0,0,2.300525791673601,1.653594223558188,1966421
Rubavu,Apartment,94,5,2,1,2009,0,1,3.2225058160991917,0.0,7832633
Muhanga,Villa,115,2,3,3,1987,1,0,6.638241871033129,1.710548456921139,1938275
Musanze,Apartment,163,4,2,3,2018,1,1,5.451984673249718,1.7069420725284954,2532233
Nyanza,Bungalow,192,4,3,2,2023,0,1,6.056513829382839,1.0117375000122597,5056160
Rusizi,Bungalow,85,2,2,1,2010,0,0,2.2207951548436715,0.1512974877309945,2763862
Nyamagabe,Villa,143,4,1,2,2007,0,0,7.749912630830925,3.057853694635986,4182798
Gicumbi,House,63,3,1,1,2011,1,1,3.862188617447898,2.91421362551438,2808875
Musanze,Apartment,109,3,1,2,1993,1,0,6.118103396420012,1.1662199012714403,4819947
Muhanga,Villa,264,2,2,2,2017,1,0,4.2874454354950595,0.4936188035686122,3700555
Rwamagana,Apartment,200,1,2,2,2013,0,1,9.979086378635458,2.2458643455155327,-277537
Muhanga,Bungalow,180,4,3,1,2016,1,0,3.910890254179101,1.2847484477853346,1896190
Rubavu,Bungalow,174,3,3,3,2022,1,1,3.4948282145459313,2.2514018829438034,4073586
Huye,House,68,1,1,1,2011,1,0,3.4312360881657034,2.1244716969212503,-963783
Nyanza,House,199,5,1,1,2013,1,0,4.2595629326067295,1.3828489334038605,6390949
Nyamagabe,Bungalow,187,3,3,1,2019,1,0,5.6243979278982685,2.240994593907147,1906697
Nyamagabe,Bungalow,95,1,1,2,2007,1,0,8.703484996044352,1.813598975764275,720669
Musanze,Apartment,238,1,2,1,1990,0,1,7.441016615182988,0.8368081915744783,4512967
Kigali,Villa,160,1,2,3,2018,0,0,10.511049966422913,1.390164105597437,2784638
Nyamagabe,House,143,4,2,1,2023,0,1,4.264205731401579,1.1615379425006611,3775864
Rubavu,Apartment,227,1,2,1,1996,0,0,4.148068517329075,1.0977947201829164,5679459
Nyanza,Bungalow,182,1,2,1,1988,1,0,5.660814880425657,2.8460445743692437,2517591
Gicumbi,Villa,125,4,1,2,2002,1,0,4.858096336844254,1.1357107579834187,6409574
Musanze,Villa,73,4,1,1,1998,1,0,4.628008697106534,2.702316509825996,3936436
Rusizi,House,99,5,3,3,2020,1,0,1.2441846065917588,3.206398854516717,3319709
Rubavu,House,165,1,1,2,2009,0,0,5.59011294311086,1.2752156695582222,2999835
Kigali,Villa,195,2,1,2,2022,1,1,1.9937123742114786,2.0193705129994313,2539047
Musanze,Apartment,50,4,2,2,2003,1,1,6.989851349231976,2.7204824902656877,1190114
Rusizi,Bungalow,193,1,1,2,1989,0,0,5.660275599300804,3.5536530795158567,3839688
Kigali,House,163,1,1,1,1983,1,0,3.64209435166662,2.9959563569382364,4278114
Rusizi,House,113,4,3,1,2015,0,1,6.5015077265749035,1.179435175008416,2492849
Rubavu,Apartment,221,4,3,1,2007,0,1,5.263201512615752,3.1424053279291217,3587940
Huye,Villa,179,4,3,1,1986,0,1,2.974644203298889,1.8099617440056823,4415932
Kigali,Apartment,199,2,1,3,1998,0,0,6.219258385156683,2.5777450600543657,1066009
Kigali,Villa,90,3,3,1,2013,1,1,4.754066745797984,1.5147320747782411,3363490
Nyamagabe,House,181,4,2,1,1984,0,1,5.981162158194401,0.08034324795970016,3558157
Muhanga,Villa,183,4,3,3,2009,1,1,3.4887079957872063,3.0185991842513102,5592407
Rubavu,House,118,1,3,3,2022,1,0,2.6382615469091286,1.810989699414256,2381484
Musanze,Apartment,150,4,3,3,2022,1,0,4.06313504889002,0.19121739310782604,8712617
Nyanza,Bungalow,164,2,3,1,1987,1,1,4.09363942053144,1.797968485731167,3771628
Musanze,House,191,4,2,3,2023,1,0,3.4402398742569824,1.5256895029062916,5771065
Musanze,Apartment,115,1,2,3,2020,1,0,3.907186249338527,2.32354669774789,2659849
Muhanga,Bungalow,144,1,3,2,1992,0,1,2.267224250409727,2.7611665863422896,4806277
Rubavu,Apartment,114,1,1,2,2020,0,1,8.653038602550001,0.6000133710231681,498800
Huye,Bungalow,179,1,3,2,1997,1,1,3.982260687525576,2.586890749289556,4240168
Muhanga,Bungalow,177,1,2,2,1997,1,0,5.17172068767966,2.5520274248555492,4330745
Kigali,Bungalow,75,4,3,3,1992,0,1,5.966657455436318,2.0893760264637598,345720
Nyamagabe,Apartment,155,2,2,1,2000,0,0,5.612798730901398,2.267323091708607,1443823
Nyamagabe,Apartment,144,4,1,2,1984,0,1,4.590326848792306,1.7248779703537918,6619803
Rubavu,Bungalow,174,3,1,3,1993,1,1,5.581288006459652,1.990058238855986,4741522
Rwamagana,Bungalow,98,5,1,1,1981,1,1,5.81696683869143,1.008244329962718,5874680
Rusizi,Villa,188,5,1,2,2023,1,0,5.299116692032415,2.7208177497726758,6823634
Huye,Apartment,151,3,1,3,1994,1,0,4.637966059884895,3.342144488009607,-2188505
Nyamagabe,House,214,3,2,1,2018,0,1,2.8438485797199187,1.1648138174546445,4810997
Rubavu,Villa,50,1,3,2,2022,0,0,8.116393209131521,2.8023929871416864,2147460
Rubavu,Apartment,150,4,1,1,1980,1,1,3.604243962546776,1.197563425319582,3303074
Nyamagabe,Apartment,149,4,2,2,2006,1,1,7.249547647582212,0.359314659967648,2558376
Kigali,House,120,4,1,1,2012,1,1,7.473028645287279,1.1206008049812741,6880350
Nyamagabe,Apartment,260,2,2,2,1988,0,0,4.026277908369492,1.1828136491339634,7593947
Rubavu,Bungalow,183,5,3,3,2002,1,0,9.249173649412104,2.336978259629308,6118858
Huye,House,159,4,3,2,2015,1,1,6.033599754361055,2.65759768493997,4437853
Huye,Bungalow,140,3,3,2,1989,1,1,6.239857618661162,1.2141635328247842,6904938
Muhanga,Villa,172,5,1,3,2012,1,1,4.881820061023699,2.1487523745757495,6965698
Kigali,House,126,5,2,1,2021,1,0,3.391383408900099,0.7264126192611857,4047694
Muhanga,House,164,5,2,3,2008,0,1,4.5644644350431,1.5482550770120824,9119832
Musanze,House,50,4,3,2,1995,1,1,3.086703119337955,2.4366697680526457,6794855
Nyanza,Bungalow,201,2,3,3,1982,0,1,3.918760994280391,1.4659604249722307,1342447
Musanze,Apartment,97,1,3,1,2023,0,1,3.9512353762582846,3.376560867087255,-3141856
Rusizi,House,82,2,3,2,1980,0,1,7.742495206065484,1.783356886380366,1778176
Nyanza,Apartment,153,2,2,2,2017,1,0,7.073869065747578,2.7662056861652777,3697913
Muhanga,Villa,171,4,3,1,1991,1,0,3.591602817698583,1.8176873569649519,6836424
Nyanza,Apartment,250,5,1,3,2001,0,1,4.189551219195362,1.3726553837720252,4794959
Rubavu,Apartment,158,2,3,1,2013,1,1,6.432189444227296,2.2722506188618437,4071691
Rubavu,Villa,137,5,1,3,2008,0,1,3.0414516615231495,2.6628576866699416,3751795
Gicumbi,Villa,170,4,1,3,2002,0,1,3.931591876488562,2.420407900996942,6675501
Huye,House,174,3,2,2,2010,1,1,0.0,2.7743676830558526,3373772
Nyanza,Villa,210,1,2,1,2003,0,0,4.132556310822,4.016450123280309,8952054
Rusizi,Villa,127,2,1,3,2003,1,1,6.450559266413663,0.0,2449280
Kigali,Apartment,140,4,2,3,1994,0,0,4.826789841084155,2.0005589239949884,2930311
Nyamagabe,Villa,129,2,1,3,1992,1,0,6.64229776882024,3.5822927268627085,1603643
Nyamagabe,Bungalow,110,2,3,2,1989,1,0,8.470883863592727,1.625013433316055,3656927
Gicumbi,House,218,2,2,2,2004,1,1,4.396052703195935,0.4266598924499294,3755870
Gicumbi,Bungalow,147,5,3,3,2023,1,1,7.1455140641723265,1.7209233362979863,7414549
Nyamagabe,Apartment,167,1,1,3,2009,0,1,6.582414117779907,2.8711181851432785,4491403
Rwamagana,House,110,2,1,3,2016,0,0,1.903221672784905,3.267434007663377,865744
Nyamagabe,Bungalow,164,1,3,1,1986,1,0,1.641083311844035,0.9315784837648962,995860
Muhanga,Villa,100,1,2,3,2021,1,0,3.00833930244265,0.6959968921967747,-300395
Musanze,Villa,124,1,2,2,2004,1,0,5.761373123044292,1.5939861151126182,-1675542
Rusizi,Apartment,187,1,1,2,2014,1,0,5.386791791232968,0.6533775729111853,863596
Musanze,Apartment,105,2,3,1,1992,1,1,5.213868727912655,2.5815311377712367,5506761
Rubavu,Apartment,140,1,2,2,2013,0,1,6.602544543245805,4.463391080096832,-999068
Nyamagabe,Villa,120,1,2,2,2023,1,0,6.687879001897192,1.3625449925589141,1755008
Rwamagana,House,91,5,2,3,1996,1,1,6.0322484277589625,1.8823706928638724,3405239
Muhanga,Bungalow,164,2,3,1,1982,0,1,2.634828921843687,2.7266024972481078,7289234
Musanze,Villa,143,2,3,3,1995,0,1,6.530845805746788,1.49835047143292,3293148
Rusizi,Bungalow,137,4,3,3,2013,0,0,5.0336360621370275,0.7125148822667555,2688427
Kigali,Apartment,109,1,1,2,2011,1,0,6.128811134183147,1.889270331370929,702785
Rwamagana,Bungalow,170,4,1,3,2010,0,0,9.369813654947478,2.420152986981505,7049243
Musanze,Villa,160,1,3,3,1989,1,1,5.2466041125464065,1.6965625652937488,2223654
Nyamagabe,Bungalow,174,4,2,1,1998,1,0,6.343858247099547,2.5586716386849355,6623103
Nyamagabe,Villa,175,1,2,3,1990,0,0,2.9375069432223824,2.5816653862251715,3137964
Rwamagana,Bungalow,175,3,2,3,2003,0,0,3.6440334746623466,0.7572147491359686,3727354
Muhanga,Bungalow,202,1,2,2,2002,1,0,4.817048294780393,3.0989980405917565,2823953
Rusizi,Villa,74,4,1,1,2011,0,0,4.303577494708643,2.6256042007138762,3389744
Gicumbi,Bungalow,149,3,1,1,2009,0,1,4.375786235193319,2.8881514593595394,-1810007
Musanze,House,91,1,1,1,1992,1,1,5.067097297363468,1.5321688818722339,1854790
Kigali,Villa,152,2,1,2,1985,0,1,6.92667091911651,0.9072556924209723,4045281
Kigali,Apartment,68,1,2,2,2018,1,1,4.602147637653144,3.1318767927525126,2253047
Nyanza,Apartment,132,4,3,1,1981,1,0,5.746068917787402,0.617809542579951,5607568
Rusizi,Apartment,120,5,1,1,1981,1,1,8.13703978852893,2.086393697491833,3215871
Rubavu,Bungalow,119,3,1,3,2010,0,0,3.254762522780805,1.5247525431730438,4511664
Musanze,Apartment,181,4,3,2,2014,1,0,4.3991905169796075,2.2305394385198305,5516433
Huye,Villa,144,5,2,2,2020,1,1,7.969197168948865,2.5306631136079245,4154113
Muhanga,House,135,1,1,1,2011,1,0,4.526822123736894,0.9017118906328845,2662302
Muhanga,Villa,124,1,2,2,1984,0,1,6.570670855827201,1.9762913794241777,133104
Muhanga,Villa,169,3,3,3,1998,0,0,4.083890166494946,1.514530675243043,4278809
Huye,House,202,5,2,2,2014,1,0,2.74867315776562,2.530562066629758,6773077
Gicumbi,House,169,4,3,2,2012,1,0,1.8560328098132435,2.192853475985059,3244668
Nyanza,House,195,1,2,2,2023,0,1,1.9936277650481786,0.9224439625934391,1436406
Rusizi,House,152,1,2,1,1999,0,0,5.0989002714221074,1.2012863987396436,3116385
Kigali,Bungalow,111,5,3,2,1994,1,1,4.202137648980201,1.441464003134651,5737809
Kigali,Villa,180,3,3,2,1987,1,0,4.344713741175635,2.820054351304594,2737699
Rubavu,House,161,5,1,3,2017,1,0,6.141942046328883,2.472047349050832,4492826
Rubavu,House,194,4,3,2,2020,1,1,5.060902303420258,1.7193567650009245,5559772
Rubavu,Bungalow,112,2,3,3,1990,0,0,3.0928153745898017,1.6430296301774576,2280860
Musanze,Apartment,162,2,2,1,1985,1,1,7.213876631944636,0.4861286356685506,312426
Rubavu,Bungalow,123,5,1,3,2011,1,0,3.8347418694327366,2.891407074441953,3374015
Nyanza,Villa,139,1,3,2,1989,1,0,3.8632227498810963,0.8537000825818868,3933124
Muhanga,Bungalow,151,5,1,1,2020,0,1,5.260860187568665,2.065180777071665,2080316
Nyamagabe,Bungalow,84,3,1,3,1994,1,0,3.6203497537101184,4.3376923393649065,2876240
Muhanga,Villa,219,4,2,1,1985,0,0,4.7389998554031045,4.323904884760436,4515946
Rwamagana,House,108,3,1,1,1999,0,1,4.30725639669128,1.9234597546230499,3295461
Rwamagana,House,239,2,2,1,2022,0,0,6.118664228285801,3.385683555158899,3432696
Kigali,Bungalow,238,3,2,2,2018,0,0,4.0716965407875705,2.325600370708619,9488695
Gicumbi,Apartment,126,4,2,1,2006,1,0,8.152889568332812,2.34007085046898,1539451
