Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Kicukiro,Bungalow,124,1,1,3,2015,0,1,4.540562721,1.249361398,1,6765001
Nyarutarama,House,119,5,3,3,2002,1,1,4.123389113,0.98895423,1,9211887
Nyarutarama,Villa,174,3,2,1,1993,1,0,6.20341431,2.484582423,1,2262779
Kicukiro,House,114,4,2,2,2015,0,1,6.661813671,0.89906441,1,2602619
Kimironko,Bungalow,174,1,3,2,2010,0,1,2.701322851,1.476778809,1,8872401
Kibagabaga,House,148,1,3,1,2022,0,0,5.396548738,0.698875719,1,1646312
Remera,House,55,1,3,3,1990,1,1,5.044835805,0.598605527,1,3938267
Remera,Bungalow,159,1,3,2,1991,1,0,4.878995314,3.332039528,1,-191155
Kacyiru,Apartment,65,2,3,3,1987,0,0,10.94511893,2.289793765,1,580606
Gacuriro,Bungalow,174,2,1,2,1985,1,1,4.638077233,2.459296289,1,2361646
Kicukiro,Villa,88,5,3,1,1986,0,0,2.855861279,1.360404231,1,4774645
Kacyiru,Villa,179,1,3,2,1990,0,0,3.781889787,2.523599448,1,4896988
Kanombe,Villa,195,2,2,2,2015,1,1,2.729686746,1.750155585,1,3727400
Kacyiru,House,136,3,3,2,2008,1,0,3.996844459,0.405936526,0,2883544
Kanombe,Villa,126,1,3,1,2015,1,1,0,2.434216548,0,3603633
Gacuriro,House,129,3,3,2,2000,1,0,1.946610325,2.59291309,1,6587335
Kimironko,House,84,5,3,3,1999,0,1,4.417836278,2.016867299,1,5603790
Kimironko,Villa,61,3,1,3,2020,0,0,4.239325419,2.174912665,1,4377371
Kibagabaga,House,230,3,2,1,1984,0,0,6.190971853,0.888292876,1,4121420
Gacuriro,Apartment,139,3,1,2,1992,0,1,5.299711531,3.426607343,1,3249700
Kacyiru,House,139,4,3,3,1993,0,1,3.183609255,1.009861362,0,4195232
Remera,Apartment,159,2,1,2,1982,1,0,7.074262632,1.408439667,1,4506594
Kicukiro,Villa,77,3,3,1,2020,0,0,4.971553448,2.5147725,1,3197102
Kimironko,Bungalow,180,5,3,1,2000,0,0,5.531517237,1.142052441,1,5557794
Kanombe,Villa,175,1,3,3,1996,0,0,4.120889496,2.173809078,1,3689352
Kibagabaga,House,156,2,3,2,2001,1,1,7.623968356,3.47720616,1,6651816
Kibagabaga,Bungalow,50,3,3,3,2011,0,0,5.044348116,2.451649092,1,3565716
Kimironko,Apartment,98,2,2,2,1985,1,0,4.484030521,1.974007774,1,3033489
Nyarutarama,Bungalow,211,3,3,1,2017,1,1,3.124554118,2.010250512,1,1409488
Nyarutarama,Apartment,140,4,1,1,2021,1,0,1.639443912,1.523694612,1,2012580
Kacyiru,House,170,2,1,3,2006,0,0,7.494781862,1.551993973,0,2045980
Kanombe,Villa,189,3,1,1,2015,1,0,6.978811394,2.704641866,1,3243500
Kibagabaga,House,213,1,3,2,1986,1,0,4.383670514,2.854721104,0,5929891
Nyarutarama,Apartment,117,1,3,1,2010,0,0,6.387375516,0.933814141,1,1564501
Remera,Apartment,166,4,3,2,2005,1,1,3.53942145,1.874908626,1,4134778
Gacuriro,Apartment,120,2,2,1,2014,1,0,5.609849911,2.051182599,1,4761030
Gacuriro,Bungalow,147,1,2,1,2023,1,0,3.778247234,0.334745939,0,1441194
Kibagabaga,Bungalow,74,3,1,1,1986,1,1,7.276334978,1.178328825,1,2895467
Gacuriro,Apartment,90,5,2,3,2016,1,1,9.493996256,1.915581231,1,6050863
Kanombe,Apartment,164,5,2,2,2010,0,1,1.003434258,1.868560621,1,6356776
Kimironko,Bungalow,109,3,2,1,2009,1,0,2.430276522,0.541644425,1,3521037
Nyarutarama,Apartment,121,2,3,3,1999,0,0,6.619502947,1.089775834,1,5208568
Kibagabaga,Villa,186,2,2,3,2023,1,1,5.176941071,2.621077829,1,3290102
Kibagabaga,Bungalow,152,4,1,1,2023,1,0,6.62240403,0.618822044,1,6569734
Kacyiru,House,145,3,3,1,2008,1,1,6.335279419,0.89428242,1,813195
Kicukiro,House,77,1,3,2,1986,1,0,6.821320581,1.070896107,1,-362395
Kacyiru,House,179,1,1,2,2007,1,1,8.38608196,1.715279721,1,6533944
Kimironko,House,151,2,1,1,2021,1,0,3.73495079,1.419795623,1,3615992
Kanombe,Bungalow,50,5,2,1,1984,1,0,7.381032522,1.056454892,0,3806332
Nyamirambo,Villa,127,3,1,3,1990,0,0,2.719817721,1.680166928,1,5503381
Kibagabaga,Bungalow,195,1,1,1,2018,1,1,7.763723468,2.468552859,1,2518152
Kibagabaga,Villa,109,2,3,2,2014,1,1,2.835137336,0.530490922,0,983023
Nyarutarama,Villa,151,2,2,1,1992,1,0,6.7381277,2.306323585,1,3864112
Nyarutarama,House,85,2,3,1,1994,0,0,4.061072867,2.411074826,1,2986129
Kanombe,Villa,163,2,2,1,1982,1,0,6.158750852,2.004527641,1,2400184
Kacyiru,Villa,131,4,2,2,2022,1,1,7.616755935,2.743873861,1,4440150
Kanombe,Bungalow,150,1,3,1,1987,1,1,2.161213216,0.35596812,0,2520847
Remera,House,131,5,1,3,2017,1,0,8.092700468,1.383362344,1,6879292
Gacuriro,Bungalow,209,4,2,3,2000,1,0,3.733477198,1.437175612,1,5650943
Nyarutarama,House,126,1,1,3,1983,0,0,2.71249392,2.032591319,1,2698406
Kacyiru,Apartment,187,4,1,1,1988,0,1,4.921540393,0.537469824,0,6950584
Kacyiru,Bungalow,109,4,1,1,2020,0,1,6.132798296,3.588999021,1,7591271
Kicukiro,House,186,4,2,2,2019,1,1,6.193965334,2.105875901,1,5171499
Nyamirambo,Apartment,118,2,2,3,1981,0,0,6.858664567,1.907210314,0,2123146
Kimironko,Apartment,210,3,1,2,2001,0,1,5.354788217,1.680307376,1,5205310
Remera,House,121,2,1,2,2011,1,1,3.621677564,1.912379338,1,3509540
Nyarutarama,House,185,1,1,2,2011,1,1,4.945609496,1.562277244,1,1819314
Nyarutarama,Bungalow,98,3,3,2,2019,1,0,5.764800563,0.771381379,1,3950907
Remera,Apartment,202,1,3,2,2011,0,0,4.762993536,1.781039332,0,3046456
Kibagabaga,Villa,101,3,2,1,1997,0,1,4.793425925,3.647941147,0,5567379
Kacyiru,Apartment,131,3,1,1,2004,0,1,6.706331932,1.405333341,0,5035610
Kicukiro,Apartment,186,4,1,2,2008,1,0,7.261485996,2.215806614,0,6706575
Nyarutarama,Bungalow,158,5,3,3,1995,1,0,2.031159159,2.456034103,0,5187667
Remera,House,178,2,3,1,1995,1,0,3.379132284,2.999521452,1,6876754
Gacuriro,House,178,1,2,1,2021,1,1,3.960032321,2.44707462,0,780217
Remera,House,74,5,2,2,1983,1,0,2.487411536,2.559593784,1,3484076
Kibagabaga,Apartment,115,2,3,3,2003,1,1,5.958579815,1.617707955,1,3544207
Nyarutarama,Villa,147,1,2,1,1995,1,1,6.865552732,2.412606398,1,3175969
Nyarutarama,Apartment,95,1,1,1,1983,1,1,8.979945565,1.913424496,1,2252148
Kicukiro,House,112,5,2,2,1989,0,1,7.895970463,1.588031747,0,2085585
Kanombe,Villa,91,1,2,1,1998,0,1,4.365914016,1.146754783,0,3044279
Kibagabaga,House,138,5,2,2,1981,1,0,7.866650458,2.716987009,0,2956263
Kimironko,Villa,128,2,1,3,2021,1,0,8.303884474,1.859957497,1,7303899
Kanombe,Villa,115,5,1,1,1988,0,1,2.78124282,2.794844538,1,6489789
Remera,Apartment,166,2,2,2,1999,1,0,5.008698763,0.914473537,1,4195108
Kimironko,Villa,100,3,3,3,1986,1,1,4.641619783,4.327931617,1,2414237
Remera,House,170,5,3,1,2002,1,1,7.490993809,0.245941815,1,6042823
Kacyiru,Villa,112,4,2,3,1983,0,1,5.546981008,1.687099124,0,2957900
Kimironko,Apartment,109,5,2,2,1981,1,1,6.268489051,2.785596477,1,3161760
Kibagabaga,Villa,243,5,3,2,2009,1,0,4.641691083,1.76230345,1,3561670
Gacuriro,House,118,4,3,3,2002,1,0,4.119565865,0.636795953,0,3063837
Nyamirambo,Apartment,148,4,1,1,1987,1,1,4.990529494,2.176897672,1,5628215
Kanombe,Bungalow,82,5,3,1,2018,1,1,5.408577034,2.882756812,0,3945513
Kanombe,Apartment,198,4,1,1,1999,1,0,3.208861809,3.186747265,1,2464154
Kanombe,Apartment,133,4,1,2,1999,1,0,4.494582879,2.473535197,1,2246977
Kacyiru,Bungalow,181,5,3,2,1996,1,1,3.677582274,0.77089507,0,3534916
Kibagabaga,Villa,84,3,1,3,1996,1,0,4.188016573,1.481564033,1,4670242
Nyarutarama,Bungalow,75,1,2,2,1989,1,1,6.856413638,2.878652283,1,-1882238
Gacuriro,Bungalow,79,3,3,1,1995,1,1,5.48700982,0.760641083,0,2652359
Kicukiro,Apartment,50,3,3,1,1993,0,1,3.166117853,3.738353309,1,-2734838
Nyarutarama,Apartment,181,4,1,1,1985,1,0,7.56479409,2.46335435,1,4867447
Kanombe,Apartment,65,3,2,1,2014,1,1,7.852463023,3.132582304,1,2492116
Nyamirambo,Villa,164,5,3,2,1992,1,1,1.67206231,1.668742911,1,4614251
Remera,Apartment,104,1,3,1,1993,1,1,7.403114731,2.158113718,1,2588883
Gacuriro,Villa,256,1,1,1,2012,0,1,3.148537171,3.59442356,1,4852733
Gacuriro,Villa,159,4,3,1,1998,1,0,3.856144963,2.578215436,0,7755299
Kimironko,Apartment,110,4,3,1,1993,0,0,6.174699108,1.648076887,1,3022144
Kicukiro,Apartment,151,1,2,1,2010,0,1,6.019708259,1.595463619,1,3111500
Nyarutarama,Bungalow,163,1,1,3,1992,1,1,7.026952817,0.656365212,0,2836900
Nyamirambo,Villa,136,1,2,2,1983,0,1,7.15358538,2.946554883,1,3356244
Remera,Villa,96,4,2,2,1999,1,1,2.605053048,1.490741083,1,7418897
Kacyiru,Bungalow,287,4,1,1,1983,1,0,5.685201568,1.723429175,1,9118056
Kacyiru,Apartment,177,5,1,2,2013,0,0,4.811484332,1.527297352,0,4678101
Gacuriro,Apartment,128,3,3,1,1981,1,0,3.846691917,1.355581141,1,5431245
Nyarutarama,Bungalow,181,4,1,3,1995,0,0,5.580188063,1.953555813,1,2978803
Kimironko,House,179,5,2,3,1992,1,1,8.101311169,0.160561622,1,5685458
Nyamirambo,Apartment,98,2,2,3,1994,1,0,6.147465492,1.442885112,1,3685328
Kicukiro,Apartment,86,1,2,1,1991,1,1,6.132851761,2.953778655,1,1075509
Kibagabaga,Villa,66,4,1,1,2017,0,1,6.567113664,0.364538923,1,2505947
Gacuriro,Bungalow,95,2,2,3,1988,0,1,0,2.257330022,0,4788814
Nyamirambo,Apartment,225,3,1,3,2011,1,1,2.555656278,0.664212827,1,3583818
Nyamirambo,Villa,166,5,2,1,1993,0,0,5.164221535,1.32840159,0,7323071
Kanombe,Bungalow,239,5,3,1,2023,1,1,6.477901831,1.354808166,1,4658375
Kimironko,House,58,1,3,2,2019,1,1,4.41080133,1.139173713,0,3486388
Kimironko,Bungalow,215,2,1,2,2022,1,1,5.884068333,1.296858615,1,2857604
Remera,Apartment,207,2,2,2,2016,0,0,7.405482041,1.989551499,1,1837904
Kibagabaga,Villa,248,3,1,3,1996,0,1,5.801855979,1.055968797,1,-1990152
Nyamirambo,House,166,1,3,2,2008,0,0,5.652130279,1.396389979,0,4456367
Kimironko,Bungalow,185,5,2,3,1994,0,0,4.933451762,2.113981558,1,7010277
Kimironko,House,170,5,1,1,2017,1,0,4.522216184,1.421429931,1,6374273
Nyamirambo,Apartment,115,3,3,2,1997,1,1,7.648887202,2.653512884,1,5147677
Remera,House,109,2,2,3,1999,1,1,7.506991804,2.490140238,1,1926333
Kibagabaga,House,150,1,1,1,2002,0,1,7.668489092,1.290849022,1,-307626
Kanombe,Villa,132,4,3,1,1990,0,0,6.115928337,1.108936416,0,5233433
Kibagabaga,Apartment,141,3,3,3,2000,1,1,2.471756464,1.627840376,0,1853065
Kicukiro,House,102,1,2,3,2005,0,1,4.943043968,2.952663513,1,5111109
Kimironko,House,196,1,3,2,1998,1,1,4.2501219,1.440164255,0,3680274
Kimironko,Bungalow,140,3,3,3,2015,0,1,2.908600981,2.619764851,0,2975154
Nyarutarama,House,207,2,1,1,1989,1,1,5.313209903,1.776386006,1,5033686
Gacuriro,Apartment,147,5,2,3,2016,1,1,0.261578653,1.596471749,1,9505024
Kanombe,Apartment,114,2,1,2,1992,1,1,6.042426388,0.873953928,0,-63028
Kibagabaga,Apartment,223,1,2,1,2003,0,0,6.257755141,2.07598123,1,8187422
Kimironko,House,130,2,1,1,2016,1,1,6.238300387,1.275004683,0,2458647
Remera,Bungalow,186,1,2,2,1997,1,1,6.891306413,2.799242428,1,2627401
Gacuriro,House,82,1,3,1,2015,1,0,6.136533047,2.78173881,1,3405341
Remera,House,129,1,3,2,2006,0,1,4.272437428,0.736176877,1,4604838
Kimironko,House,205,3,2,3,1996,1,0,2.880988106,2.186094066,1,1768530
Nyarutarama,Villa,119,4,1,3,2020,1,1,7.2243346,2.125658197,1,-2630
Kacyiru,Villa,102,1,1,2,2017,1,1,5.149516324,2.296241608,1,54040
Remera,Bungalow,242,1,3,3,2003,1,0,8.525920774,2.571508998,1,4759991
Kanombe,Bungalow,142,1,1,3,2005,0,0,7.037027975,1.281655256,1,2883268
Nyamirambo,Apartment,99,3,1,3,1990,0,1,5.086035841,1.648450727,1,3153066
Gacuriro,House,135,2,2,1,2015,1,1,4.017468013,0.969365114,1,1194420
Gacuriro,Apartment,133,2,2,2,1990,0,1,0.37249272,0.998014136,1,1476628
Gacuriro,House,168,3,3,1,2021,0,0,1.398044631,4.405860158,0,3619104
Remera,House,50,3,3,2,2012,0,0,8.743256442,3.021453387,0,3659492
Kanombe,Bungalow,120,1,2,2,2011,0,1,4.984556655,0.469428126,1,3077701
Kimironko,Apartment,151,4,2,2,2015,0,0,3.331029248,2.730288905,1,6361135
Remera,Bungalow,223,4,3,1,2009,1,0,4.533133855,3.507919502,1,3545295
Nyarutarama,House,158,5,3,3,1992,0,0,6.943942701,1.995050896,1,5372108
Remera,Apartment,206,5,3,1,2009,0,0,2.336546491,3.351806276,1,3232967
Kibagabaga,House,160,1,2,2,2023,1,0,7.349658242,2.353672131,1,3025312
Kacyiru,Villa,159,4,3,1,1998,1,0,5.714445101,0.433737736,1,7311136
Kimironko,Villa,189,4,3,3,1991,0,0,1.878859744,4.560996379,0,2843747
Remera,Apartment,196,4,1,2,1984,0,0,4.843068384,3.643856976,0,6130537
Kicukiro,Villa,156,5,1,1,1984,0,0,5.930166675,1.323171674,0,2894150
Kicukiro,Villa,75,5,2,1,1993,1,0,7.572592902,2.010302487,1,3771659
Kacyiru,House,109,4,1,3,2020,1,1,1.845350037,3.31301792,1,8427273
Kacyiru,Villa,131,5,2,3,2012,0,0,6.279469434,1.021587744,0,4278984
Gacuriro,Villa,83,5,3,1,1996,1,0,5.202273344,1.940513883,0,3273380
Remera,House,173,1,3,1,2018,0,1,3.683767892,3.543037495,1,3742637
Nyamirambo,Apartment,132,1,2,1,1984,1,0,7.032696161,2.470707626,1,218675
Remera,House,180,2,3,2,1988,1,1,2.31949994,2.369041774,0,5546330
Nyarutarama,Apartment,183,5,3,1,2017,1,1,3.066600365,1.997579704,1,6431391
Kicukiro,Bungalow,159,5,1,3,1983,0,1,7.591931103,1.988053715,0,5064664
Kicukiro,Bungalow,108,1,3,3,1984,0,1,4.630034876,2.526160642,1,-222688
Kanombe,Bungalow,163,4,1,2,2022,0,0,3.250979549,2.083321663,1,6997286
Kimironko,Villa,258,5,1,3,1988,1,0,1.523734047,2.565435424,1,8717008
Nyarutarama,Bungalow,50,2,2,3,2001,1,0,1.578258645,1.864128613,1,887316
Gacuriro,Bungalow,117,3,3,1,1995,1,0,6.951715371,1.757859975,1,4711082
Remera,Apartment,261,1,3,2,2004,1,0,5.211834974,2.12587708,1,3384292
Gacuriro,Bungalow,125,2,3,1,1998,0,1,6.182632685,3.624859668,0,1731515
Nyarutarama,Apartment,135,5,1,3,2015,1,1,5.488691176,2.140312272,1,3848134
Kicukiro,House,132,3,2,1,2000,1,0,5.630872638,1.394691339,0,3925466
Kanombe,Apartment,142,5,1,1,2002,0,0,1.319844016,3.978175483,0,4410687
Nyamirambo,Villa,161,3,2,2,2008,1,1,5.380667999,2.281167501,1,7374548
Kanombe,House,148,5,2,2,2011,0,0,6.229621812,1.650487063,1,4927658
Kicukiro,Apartment,180,1,3,2,1981,0,1,4.830019573,2.856042856,0,2898746
Gacuriro,House,144,1,1,3,1996,0,1,4.937969008,0.172108564,1,-501698
Kimironko,Villa,170,2,3,1,1996,1,1,0,1.755111029,0,751035
Nyarutarama,Villa,238,5,3,2,2009,0,1,2.567782133,3.270791593,0,9018146
Kacyiru,Apartment,167,5,2,3,2023,0,1,5.909149954,1.990762075,1,6006916
Nyamirambo,Bungalow,213,5,2,3,1992,1,1,3.87003859,2.054681204,1,4753178
Remera,Villa,138,3,3,3,1983,1,1,4.71803708,2.197351362,0,4252789
Kimironko,House,52,3,3,2,2010,0,0,8.472667892,1.450531424,0,-1209335
Kimironko,Bungalow,166,5,2,2,1983,0,1,6.722492249,3.579656963,0,9187554
Nyamirambo,House,97,3,3,1,1989,1,1,5.899182073,2.330919378,1,2288345
Kanombe,Villa,125,2,1,2,2001,1,0,3.266370229,1.305191707,0,2940626
Remera,Villa,176,3,3,2,2022,0,0,5.53164609,1.304255097,0,4766840
Nyarutarama,Villa,155,1,3,3,2015,1,1,4.463094954,2.038771145,1,5671368
Kibagabaga,House,113,5,3,1,2001,0,0,1.344859001,3.818076489,1,5125322
Gacuriro,Villa,50,2,1,1,1980,1,1,3.876616066,1.385772514,0,1256896
Kicukiro,Villa,136,2,3,2,2012,0,1,7.248717624,3.749360516,1,4213903
Kacyiru,Bungalow,173,3,3,2,1991,1,1,6.026242072,1.127990694,0,6786820
Kibagabaga,Bungalow,168,5,2,2,1995,1,0,4.470206812,1.80594716,1,2073502
Nyarutarama,Apartment,131,4,3,2,2002,1,1,0.07786997,1.706927858,1,1298156
Remera,Villa,90,5,1,1,2017,1,1,7.203028261,0.658143505,1,5230481
Kanombe,Bungalow,140,1,2,1,1996,0,0,3.338673736,3.959065514,0,780374
Kanombe,House,78,1,1,3,2018,1,1,4.182306758,0,0,1266711
Gacuriro,Bungalow,143,5,3,2,2010,1,1,3.999054437,2.201469506,1,6776774
Kicukiro,Apartment,157,1,2,3,1999,1,0,4.710847495,2.572627589,1,536002
Kicukiro,Bungalow,259,5,3,3,2014,1,0,3.044028074,2.092094014,1,9266407
Kibagabaga,Bungalow,93,2,2,2,1998,1,1,1.213573921,4.366323046,0,4440052
Kicukiro,Bungalow,235,2,3,1,2012,1,0,6.948733159,1.199247725,1,2657734
Kanombe,Bungalow,118,3,3,2,2012,1,0,4.20972118,1.741514472,1,5447461
Kacyiru,Apartment,225,1,1,3,2022,1,0,6.48000651,2.230540129,0,3485693
Kibagabaga,House,96,4,1,1,2000,0,1,1.475756503,1.814438682,0,4209005
Kacyiru,House,113,4,3,1,1983,0,1,5.820039405,0.598624765,0,3582370
Gacuriro,House,108,5,3,2,1999,0,0,5.40111274,1.925138533,1,3875788
Nyamirambo,Bungalow,146,2,1,1,2014,1,0,0.763599044,2.816347751,1,-1606607
Nyarutarama,House,187,4,1,1,1989,1,1,0.860875724,2.589252268,1,857313
Kibagabaga,Apartment,91,4,1,3,2015,1,1,5.325613127,1.804300966,0,5298491
Kibagabaga,House,183,3,2,1,1993,1,1,4.961379533,3.914169446,1,3470463
Kimironko,Villa,71,2,2,3,1992,1,0,6.918158334,0.996958118,0,4008908
Kicukiro,House,234,1,3,1,1984,0,1,6.597652866,2.753833129,1,1311488
Kacyiru,Bungalow,156,3,1,3,1990,1,1,1.376231793,1.514623443,1,5391893
Nyamirambo,Bungalow,234,4,3,2,2000,1,0,4.038723396,1.870474391,1,7830824
Kicukiro,Bungalow,144,3,3,2,1998,1,1,5.160350458,3.53755075,0,2474304
Kimironko,Apartment,221,2,2,1,2001,1,0,5.098683849,2.528512327,1,5875731
Gacuriro,Bungalow,151,5,2,1,2004,0,0,5.7418992,3.01694835,1,4806250
Kimironko,Bungalow,139,1,2,3,2009,0,0,4.657648164,2.426128441,1,4704818
Gacuriro,Apartment,189,2,3,2,2009,0,1,2.62552984,3.059989584,1,3429033
Gacuriro,House,139,5,1,2,2007,1,1,5.941315217,1.328463481,0,4856660
Nyamirambo,Apartment,150,1,1,2,2015,1,0,5.400601144,2.346921638,0,-633608
Kimironko,Apartment,217,4,1,1,2022,1,0,1.281202449,0.748249248,1,4391348
Kicukiro,Villa,146,4,2,1,1995,1,0,5.32485765,3.170534452,1,7074242
Kanombe,House,238,1,2,1,2004,1,1,3.444767431,2.182579154,0,6963681
Kimironko,Villa,118,2,2,3,2002,0,0,2.353751991,0.716074641,1,807000
Gacuriro,House,110,1,1,3,1994,0,0,4.427384022,3.135269691,0,-825886
Kimironko,Bungalow,195,3,3,3,2019,1,1,7.675606463,2.583346441,0,5861540
Kibagabaga,Villa,166,5,1,3,2019,0,0,5.949476812,2.834162787,1,4613442
Nyarutarama,Apartment,134,3,2,2,2011,1,1,7.747269178,0.222681612,1,3325788
Nyarutarama,Villa,189,3,1,3,1992,1,1,2.306529259,1.6387258,1,4511417
Kimironko,Bungalow,181,5,3,3,1984,1,0,5.994007226,0.957592646,1,7729448
Nyamirambo,Villa,147,3,3,2,2012,0,0,4.843082083,3.371161346,0,3901007
Kacyiru,Apartment,233,1,1,2,1991,1,1,2.889343231,3.542514233,0,3935643
Remera,House,162,2,1,3,1981,1,1,4.343475709,1.502802787,1,4286269
Remera,Bungalow,120,2,2,1,2006,0,1,4.575109024,1.209623118,1,2818173
Remera,House,119,1,1,2,1982,1,1,7.945073905,2.785985181,1,1318356
Kibagabaga,House,166,3,2,1,1990,1,0,3.613022976,2.604138603,0,2288189
Kanombe,Villa,186,4,3,3,2017,1,1,7.759018424,0.979625666,1,5760270
Kacyiru,House,218,2,1,3,1991,0,1,6.255879882,2.043992564,0,8395763
Remera,House,129,5,2,3,2021,1,1,5.085146616,3.122410027,1,3719066
Kanombe,Bungalow,50,4,2,2,2020,1,0,3.519061139,1.024572393,0,5592804
Gacuriro,House,188,1,3,2,2013,1,0,7.591546559,0.370503242,1,5067697
Kibagabaga,Bungalow,85,5,2,2,2022,1,0,8.966674293,0.337772709,1,4152647
Kimironko,House,126,4,3,3,2013,1,1,5.747635245,2.079443916,0,3147510
Kanombe,House,201,2,3,3,2005,1,0,3.685335761,1.645081008,1,1304366
Nyarutarama,Apartment,136,3,1,1,2008,1,0,7.472079104,3.397073516,1,131877
Kimironko,House,174,3,2,1,2015,0,1,3.005390184,1.981450703,1,1669197
Kicukiro,Bungalow,50,2,1,1,2009,0,1,4.944438539,2.774309144,1,1550584
Kicukiro,Villa,160,3,3,1,2002,0,0,5.182136405,2.643548761,1,6854167
Gacuriro,Bungalow,200,5,2,2,1986,1,0,3.994285758,3.079382044,1,4306346
Kicukiro,House,207,4,3,3,1996,0,0,5.678388015,0.1288797,1,6701878
Nyamirambo,House,60,3,1,3,1989,1,1,2.976638757,2.726722508,1,3882761
Kibagabaga,Villa,155,3,2,2,1996,1,1,7.650058404,2.140473422,1,3127937
Kanombe,Apartment,189,1,2,3,1987,1,1,4.837665554,1.307676815,1,5468844
Nyarutarama,Villa,137,4,2,2,1999,0,0,5.79323427,1.460661302,0,5704074
Remera,Bungalow,128,1,3,3,1998,0,1,3.910930359,1.911870152,1,3139122
Nyamirambo,House,96,1,2,2,1984,0,1,4.599371257,2.167498097,1,3399189
Kanombe,Bungalow,153,5,1,1,1984,0,1,5.921955111,3.209854362,1,4972937
Remera,Villa,177,1,1,2,2021,1,1,4.269937702,3.815279124,0,3121438
Kacyiru,House,149,2,1,2,2017,0,1,6.090411048,2.564761789,1,6163709
Kicukiro,Villa,179,2,2,1,1992,1,1,8.192721176,2.771021522,1,2816759
Kimironko,Villa,151,3,2,2,1992,1,0,2.966683745,3.148099826,1,5674600
Gacuriro,House,154,2,1,1,2019,1,0,3.856050561,1.639330232,1,3418705
Remera,Apartment,105,3,1,3,2003,0,0,2.91089446,1.601341049,1,6347711
Kacyiru,Apartment,105,1,3,2,1994,1,0,3.288795956,1.278813459,1,4644981
Gacuriro,Villa,73,5,3,3,1981,1,0,5.705093719,1.10728057,1,-9175
Kanombe,House,138,4,3,1,2005,0,0,3.662457187,2.891843313,1,1220483
Kicukiro,Bungalow,50,3,3,3,1999,0,1,5.94039249,1.504410122,0,5266932
Kibagabaga,Apartment,137,5,1,3,1988,0,1,6.019945214,2.498001066,1,4089488
Kimironko,House,178,3,3,1,1986,1,0,5.543060894,2.424047884,1,2884939
Gacuriro,Bungalow,170,1,1,1,2009,0,1,3.866442038,2.38526737,1,51876
Kicukiro,Apartment,87,5,3,3,2018,0,0,1.054411283,3.672259549,1,5193578
Nyamirambo,Apartment,103,4,2,1,2015,1,0,5.037711809,2.984772385,0,1288986
Kibagabaga,Villa,120,2,1,2,1983,0,0,2.573617098,1.828771538,0,5490607
Kacyiru,House,160,5,2,3,1987,1,1,4.071998159,0.954862112,1,3062402
Nyamirambo,Villa,59,4,2,2,2022,0,0,2.124244772,3.301719451,1,1905861
Kacyiru,Villa,177,2,3,1,1989,1,0,4.142477965,3.616043614,0,5411982
Kicukiro,Villa,149,1,3,3,2014,1,1,8.180871098,1.317825141,1,6662295
Kicukiro,House,240,3,3,2,2018,1,1,5.446809367,1.806238927,0,971986
Kimironko,House,91,3,2,1,2007,0,0,5.642155324,2.946435761,0,618876
Nyarutarama,House,209,4,2,3,2015,0,0,6.330436099,1.31227569,1,4440558
Nyamirambo,House,194,5,3,2,2007,1,1,8.951768778,2.045475249,1,6568803
Kanombe,Apartment,128,4,2,1,2013,0,0,3.658665045,3.544346283,1,5327337
Remera,Apartment,105,5,3,2,2014,0,0,4.639811483,3.080110136,0,5618770
Nyamirambo,Apartment,128,1,3,3,1980,0,0,5.043627971,3.713205384,1,3680912
Kibagabaga,Bungalow,129,2,1,2,1986,1,0,2.429394584,1.839473225,1,5445836
Nyarutarama,House,135,3,1,1,1985,1,0,4.626322316,2.010164955,1,1124396
Gacuriro,Apartment,129,1,3,1,2017,1,0,6.755311674,3.131387558,1,499945
Nyarutarama,Villa,168,1,1,3,1981,1,1,4.218051919,1.875392369,0,3427263
Remera,Apartment,129,2,3,3,1987,0,0,3.576064547,2.549735118,1,3510529
Nyarutarama,Bungalow,174,1,1,3,1983,1,0,4.820661473,2.981216883,0,4330787
Kanombe,Villa,169,2,1,2,2002,1,0,6.362413479,2.179705915,1,6273596
Kacyiru,House,211,2,3,3,2005,0,0,1.081794536,3.294026199,1,5848996
Nyarutarama,House,123,1,2,3,2019,1,0,7.037684641,3.422423405,1,3934457
Nyamirambo,House,155,2,2,3,1980,1,0,3.335810684,0.395857869,1,8426452
Kibagabaga,Bungalow,214,1,1,2,2010,0,0,7.489276623,2.161306457,1,2363279
Nyarutarama,Apartment,126,3,2,1,2000,1,1,0.327665022,1.769856328,1,4791954
Kacyiru,Bungalow,159,5,1,2,1982,0,0,3.561623537,2.674546863,1,7138879
Kicukiro,House,132,5,3,1,2003,1,1,4.481346352,3.503577996,1,3708769
Kibagabaga,Bungalow,219,5,2,1,2022,0,1,7.483020272,1.335463388,1,5287864
Kacyiru,Bungalow,137,5,1,1,2022,0,1,9.768854591,1.866901607,1,2932307
Kimironko,Bungalow,162,5,1,2,2013,1,1,4.481137608,2.507403339,0,4034565
Remera,Apartment,185,1,2,1,1993,1,0,2.565522468,2.46586863,1,6857687
Kimironko,House,50,4,1,1,1985,1,1,6.83263342,2.371013951,1,3333973
